🎬 Titre;📅 Année;🏷️ Type;🎯 Thème;🏟️ Club-sélection;👥 Personnages clés;Date diffusion;📺 Diffuseur;🗣️ Langue;Qualité;⏳ Durée (min);🎞️ Série-Collection;Commentaires sur fichier
The Official Film of 2018 FIFA World Cup Russia;2018;Documentaire, Film officiel;Coupe du Monde (général), Coupe du Monde 2018, Histoire du football, Sélections nationales;;Cristiano Ronaldo, Kylian Mbappé, Lionel Messi, Luka Modrić, Paul Pogba;;FIFA;Anglais;MKV;79;FIFA World Cup Official Film;Film officiel FIFA de la Coupe du monde 2018.
Génération 98 - Épisode 01 - Les prémices d'un rêve en bleu;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Aimé Jacquet, Fernand Sastre, Michel Platini;13/06/2018;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Transversales - Champions pour l'Histoire;2018;Documentaire;Histoire du football, Ligue des champions (général), Portrait;;Michel Platini;12/09/2018;RMC Sport;Français;;64;Transversales;
Génération 98 - Épisode 06 - Le but en or de Laurent Blanc;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Laurent Blanc;;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Génération 98 #6 le but en or de Laurent Blanc;2018;Documentaire, Rétrospective, Série web;Buts, Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;Laurent Blanc;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
Génération 98 - Épisode 09 - Le doublé de Thuram;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Lilian Thuram;;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Génération 98 #9 le doublé de Thuram;2018;Documentaire, Rétrospective, Série web;Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;Lilian Thuram;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
France 98 : nous nous sommes tant aimés;2018;Documentaire;Coupe du monde 1998, Mémoire, Politique, Société, Équipe de France;France;Bernard Lama, Emmanuel Petit, Frank Leboeuf, Kylian Mbappé, Lilian Thuram, Lionel Charbonnier, Michel Platini, Stéphane Guivarc'h;05/06/2018;France 2;Français;MKV;75;Infrarouge;Documentaire de Mustapha Kessous, avec images inédites filmées par Bernard Lama.
Infrarouge - Infrarouge - France 98 nous nous sommes tant aimés France 2 2021 05 18 23 01;2018;Documentaire;Coupe du Monde (général), Coupe du monde 1998, Racisme et société, Société, Supporters, Sélections nationales, Équipe de France;France;Aimé Jacquet, Bernard Lama, Emmanuel Petit, Frank Leboeuf, Kylian Mbappé, Lilian Thuram, Lionel Charbonnier, Michel Platini, Stéphane Guivarc'h;05/06/2018;France 2;Français;;75;Infrarouge;
France 98 - nous nous sommes tant aimés;2018;Documentaire;Coupe du Monde (général), Coupe du monde 1998, Racisme et société, Société, Supporters, Sélections nationales, Équipe de France;France;Aimé Jacquet, Bernard Lama, Emmanuel Petit, Frank Leboeuf, Kylian Mbappé, Lilian Thuram, Lionel Charbonnier, Michel Platini, Stéphane Guivarc'h;05/06/2018;France 2;Français;;75;Infrarouge;Doublon/variante présent dans le fichier source
Génération 98 - Épisode 08 - L'épreuve des tirs au but;2018;Archive TV, Série documentaire;20e anniversaire, Archives, Coulisses, Coupe du monde 1998, Équipe de France;France;Didier Deschamps, Fabien Barthez;;franceinfo;Français;MP4;0;Génération 98;Série anniversaire de franceinfo autour de France 98.
Le Vestiaire - 20 ans de France 98;2018;Magazine TV, Émission spéciale;20e anniversaire, Coupe du monde 1998, Témoignages, Équipe de France;France;Christophe Dugarry, Emmanuel Petit, Fabien Barthez, Frank Leboeuf;;RMC Sport;Français;MP4;0;Le Vestiaire;Émission spéciale réunissant plusieurs champions du monde 1998.
France 98 - Les souvenirs du chauffeur et de l'intendant des Bleus;2018;Reportage, Témoignage;20e anniversaire, Coulisses, Coupe du monde 1998, Équipe de France;France;Henri Émile;;France Télévisions;Français;MP4;0;;Reportage anniversaire centré sur les personnels ayant accompagné les Bleus.
beIN Bleus - Coupe du Monde 2018;2018;Magazine TV, Spécial compétition;Coupe du Monde 2018, Magazine football, Équipe de France;France;Florian Genton, Luis Fernandez;;beIN Sports;Français;MP4;60;beIN Bleus;Magazine quotidien diffusé pendant le Mondial 2018 
Le Mag de la Coupe du Monde - Après la finale France-Croatie;2018;Après-match, Magazine TV;Analyse, Coupe du Monde 2018, Finale, Magazine football, Équipe de France;Croatie, France;Denis Brogniart, Ludovic Giuly, Nathalie Iannetta, Pascal Dupraz, Youri Djorkaeff;15/07/2018;TF1;Français;MP4;0;Le Mag de la Coupe du Monde;Émission de la journée de finale 
L'Équipe du Soir - Finale France-Croatie - Partie 2;2018;Après-match, Magazine TV;Analyse, Coupe du Monde 2018, Finale, Magazine football, Équipe de France;Croatie, France;Olivier Ménard;15/07/2018;L'Équipe;Français;MP4;0;L'Équipe du Soir;Enregistrement en 2e partie de l'émission du soir de la finale.
L'Équipe du Soir - Finale France-Croatie - Partie 1;2018;Après-match, Magazine TV;Analyse, Coupe du Monde 2018, Finale, Magazine football, Équipe de France;Croatie, France;Olivier Ménard;15/07/2018;L'Équipe;Français;MP4;0;L'Équipe du Soir;Enregistrement en 1e partie de l'émission du soir de la finale.
Génération 98 #1 les prémices d'un rêve en bleu;2018;Documentaire, Rétrospective, Série web;Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;;13/06/2018;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
Pieces a conviction Olympique de Marseille Quand le milieu faisai la loi (France3);2018;Documentaire;Affaires et scandales, Club;Olympique de Marseille;;13/06/2018;France 3;Français;;0;;
Édition spéciale - Champions du monde - descente des Champs-Élysées;2018;Documentaire;Coupe du Monde (général), Sélections nationales, Équipe de France;France;;16/07/2018;TF1;Français;;0;;
Coupe du Monde 2018 - Tous les buts;2018;Compilation, Rétrospective;Buts, Coupe du Monde 2018;;;;beIN Sports;Français;MP4;0;;Compilation des buts du tournoi.
1998 - 2018 les deux traversées des Champs-Elysée comparées;2018;Documentaire;Coupe du Monde (général), Coupe du monde 1998, Supporters, Sélections nationales, Équipe de France;France;;;;;;2;;
C'était il y a 20 ans... la Champagne-Ardenne vibrait pour les Bleus;2018;Documentaire;Coupe du Monde (général), Coupe du monde 1998, Histoire du football, Sélections nationales, Équipe de France;France;;;;Français;;3;;
FRANCE 98 - 20 ANS DEJA (Images inédites);2018;Documentaire;Coupe du Monde (général), Coupe du monde 1998, Histoire du football, Sélections nationales, Équipe de France;France;;;;;;11;;
On a comparé le temps passé des Bleus sur les Champs en 2018 et 1998 et ça n’a rien à voir;2018;Documentaire;Coupe du Monde (général), Coupe du monde 1998, Sélections nationales, Équipe de France;France;;;;Français;;2;;
Génération 98 #2 la sélection des joueurs;2018;Documentaire, Rétrospective, Série web;Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
Génération 98 #3 l'entrée dans la Coupe du monde;2018;Documentaire, Rétrospective, Série web;Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
Génération 98 #5 les remplaçants;2018;Documentaire, Rétrospective, Série web;Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
Génération 98 #8 l'épreuve des tirs au but;2018;Documentaire, Rétrospective, Série web;Buts, Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
Génération 98 #7 le début de l'engouement;2018;Documentaire, Rétrospective, Série web;Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Supporters, Sélections nationales, Équipe de France;France;;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
Génération 98 #10 une belle entente;2018;Documentaire, Rétrospective, Série web;Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
Génération 98 #12 la finale;2018;Documentaire, Rétrospective, Série web;Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
Génération 98 #11 le jour le plus long;2018;Documentaire, Rétrospective, Série web;Coupe du Monde (général), Coupe du monde 1998, Rétrospective, Sélections nationales, Équipe de France;France;;;franceinfo;Français;;3;Génération 98;Série web franceinfo publiée à l'occasion des 20 ans du titre mondial de 1998.
2018 FIFA World Cup - The Official Film;2018;Film officiel;Coupe du Monde (général), Coupe du Monde 2018, Sélections nationales;;;;;;;0;;
98 - secrets d'une victoire;2018;Documentaire;Coupe du Monde (général), Sélections nationales, Équipe de France;France;;;TF1;Français;;105;;
L'Expresso - Coupe du Monde 2018 - DVD 1 - 1er tour;2018;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2018, Magazine football, Sélections nationales;;;;beIN Sports;Français;MKV;0;L'Expresso;Compilation consacrée à la phase : 1er tour.
L'Expresso - Coupe du Monde 2018 - DVD 2 - 1er tour;2018;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2018, Magazine football, Sélections nationales;;;;beIN Sports;Français;MKV;0;L'Expresso;Compilation consacrée à la phase : 1er tour.
L'Expresso - Coupe du Monde 2018 - DVD 3 - 1er tour;2018;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2018, Magazine football, Sélections nationales;;;;beIN Sports;Français;MKV;0;L'Expresso;Compilation consacrée à la phase : 1er tour.
L'Expresso - Coupe du Monde 2018 - DVD 4 - Huitièmes de finale;2018;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2018, Magazine football, Sélections nationales;;;;beIN Sports;Français;MKV;0;L'Expresso;Compilation consacrée à la phase : Huitièmes de finale.
L'Expresso - Coupe du Monde 2018 - DVD 5 - Quarts de finale et demi-finales;2018;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2018, Magazine football, Sélections nationales;;;;beIN Sports;Français;MKV;0;L'Expresso;Compilation consacrée à la phase : Quarts de finale et demi-finales.
L'Expresso - Coupe du Monde 2018 - DVD 6 - Match pour la 3e place et finale;2018;Magazine TV, Spécial compétition;Coupe du Monde (général), Coupe du Monde 2018, Magazine football, Sélections nationales;;;;beIN Sports;Français;MKV;0;L'Expresso;Compilation consacrée à la phase : Match pour la 3e place et finale.
Transversales - RONALDINHO No Limit;2019;Documentaire;Portrait;;Ronaldinho;09/10/2019;RMC Sport;Français;;0;Transversales;
L'Équipe Enquête Bernard Tapie - l'Affranchi I Le I L'Équipe;2019;Documentaire;Affaires et scandales, Club, Portrait;Olympique de Marseille;Bernard Tapie;;L'Équipe;Français;;0;L'Équipe Enquête;
Deuxième étoile;2019;Documentaire;Coulisses, Coupe du Monde 2018, Parcours, Équipe de France;France;Antoine Griezmann, Blaise Matuidi, Didier Deschamps, Kylian Mbappé, Paul Pogba, Raphaël Varane;02/01/2019;TF1;Français;MP4;111;;Documentaire réalisé par Frédéric Calenge sur l'épopée des Bleus en Russie.
C'était écrit - La revanche des Bleus;2019;Documentaire, Rétrospective;Construction d'équipe, Coupe du Monde 2018, Mémoire, Équipe de France;France;Adil Rami, Benjamin Pavard, Didier Deschamps, Florian Thauvin, François Hollande, Olivier Giroud;16/06/2019;France 5;Français;MKV;89;C'était écrit;Retour sur la reconstruction des Bleus entre la finale perdue de l'Euro 2016 et le sacre mondial 2018.
J'ai rencontré un monstre;2019;Documentaire;Portrait, Rivalités;;Cristiano Ronaldo, Lionel Messi;;RMC Sport;Français;;120;;Version intégrale
Deuxième étoile;2019;Documentaire;Coupe du Monde (général), Sélections nationales, Équipe de France;France;;02/01/2019;TF1;Français;;115;;
C'était écrit - La revanche des Bleus;2019;Documentaire;Équipe de France;France;;16/06/2019;Canal+;Français;HDTV;0;;
Benzema - combat 4 étoiles;2020;Documentaire;Portrait;;Karim Benzema;24/04/2020;RMC Story;Français;;0;;
L'émission hommage à Maradona! BeinSports;2020;Archive TV, Émission spéciale;Club, Portrait;Argentine;Diego Maradona;26/11/2020;beIN Sports;Français;;0;;
Maradona par Diego France 2;2020;Documentaire;Club, Portrait;Argentine;Diego Maradona;01/12/2020;France 2;Français;;0;;
C'est pas grave d'aimer le football;2020;Documentaire;Culture football, Médias, Société;;Hervé Mathoux, Laurent Kouchner;19/01/2020;Canal+;Français;720p;90;;
Dribbleurs;2020;Documentaire;Technique et culture football;;;26/03/2020;RMC Sport;Français;;90;Transversales;
Une belle bande d'amateurs;2020;Documentaire;Club, Coupe de France, Rétrospective;Calais RUFC, FC Nantes;;07/05/2020;Eurosport, France 4;Français;;90;;Documentaire FFF diffusé sur Eurosport le 7 mai 2020 puis sur France 4 le 9 mai 2020.
Lens - de sang et d'or - Épisode 1 - Objectif Ligue 1;2020;Série documentaire;Accession, Club, Coulisses, Ligue 2;RC Lens;;27/06/2020;L'Équipe;Français;;40;Lens, de sang et d'or;
Lens - de sang et d'or - Épisode 2 - Lens - un club à part;2020;Série documentaire;Accession, Club, Coulisses, Ligue 2;RC Lens;;27/06/2020;L'Équipe;Français;;40;Lens, de sang et d'or;
Lens - de sang et d'or - Épisode 3 - Rien ne va plus;2020;Série documentaire;Accession, Club, Coulisses, Ligue 2;RC Lens;;28/06/2020;L'Équipe;Français;;40;Lens, de sang et d'or;
Lens - de sang et d'or - Épisode 4 - Huis clos;2020;Série documentaire;Accession, Club, Coulisses, Ligue 2;RC Lens;;28/06/2020;L'Équipe;Français;;40;Lens, de sang et d'or;
le jour parfait - 23h25 02h45 (179);2020;Documentaire;Football;;;31/07/2020;France 2;Français;;0;;
Entraîneurs - intimes confessions;2020;Documentaire, Enquête;Entraîneurs;;;06/10/2020;L'Équipe;Français;;0;L'Équipe Enquête;
Transversales - OM Folie Européenne Episode 1;2020;Documentaire;Club;Olympique de Marseille;;12/10/2020;RMC Sport;Français;;0;Transversales;
Transversales - OM Folie Européenne Episode 2;2020;Documentaire;Club;Olympique de Marseille;;15/10/2020;RMC Sport;Français;;0;Transversales;
Transversales - OM Folie Européenne Episode 3;2020;Documentaire;Club;Olympique de Marseille;;19/10/2020;RMC Sport;Français;;0;Transversales;
Toute l'histoire - Football arme du KGB - 11h01 01h35 (47);2020;Documentaire;Histoire du football;;;31/12/2020;;;;0;;
Arsène Wenger - Invincible;2021;Documentaire;Club, Entraîneur, Portrait, Premier League;Arsenal;Arsène Wenger;;Canal+;Français;720p;95;;
Mort de Bernard Tapie - hommage au boss de Marseille;2021;Archive TV, Émission spéciale;Affaires et scandales, Club, Hommage, Olympique de Marseille;Olympique de Marseille;Bernard Tapie;03/10/2021;France 3;Français;;0;;
Mort de Bernard Tapie - l'édition spéciale;2021;Archive TV, Émission spéciale;Affaires et scandales, Club, Hommage, Olympique de Marseille;Olympique de Marseille;Bernard Tapie;03/10/2021;France 3;Français;;0;;
Transversales - Zlatan partie 1;2021;Documentaire;Portrait;;Zlatan Ibrahimović;;RMC Sport;Français;;0;Transversales;
Transversales - Zlatan partie 2;2021;Documentaire;Portrait;;Zlatan Ibrahimović;;RMC Sport;Français;;0;Transversales;
Transversales - Zlatan partie 3;2021;Documentaire;Portrait;;Zlatan Ibrahimović;;RMC Sport;Français;;0;Transversales;
Léo - le film;2021;Documentaire;Portrait;;Lionel Messi;05/11/2021;RMC Sport;Français;;0;Transversales;
LFG;2021;Documentaire;Club, Football féminin, Société, Égalité femmes-hommes;États-Unis féminin;Megan Rapinoe;;Canal+;Anglais;;105;;
Pelé;2021;Documentaire, Portrait;Carrière, Club, Coupe du Monde (général), Histoire du football, Portrait, Sélections nationales;Brésil, Santos;Pelé;23/02/2021;Netflix;Anglais, Français, Portugais;;108;;
Platini - le dernier romantique;2021;Documentaire;Histoire du football, Portrait;;Michel Platini;07/03/2021;Canal+;Français;;89;;Doublon/variante présent dans le fichier source
Sport Reporter - Ados Stars - Épisode 4 - Mickaël Landreau;2021;Documentaire;Carrière, Club, Formation, Ligue 1, Portrait;FC Nantes;Mickaël Landreau;;Canal+;Français;;26;Sport Reporter;
Premier League - l'avènement du foot anglais;2021;Série documentaire;Histoire du football, Premier League;;Alan Shearer, David Beckham, Vinnie Jones, Éric Cantona;;Canal+;Français;;45;Premier League, l'avènement du foot anglais;Épisode non identifié dans le nom du fichier
Sir Alex Ferguson - Le rêve impossible;2021;Documentaire, Portrait;Carrière, Club, Entraîneur, Histoire du football, Portrait, Premier League;Aberdeen, Manchester United;Alex Ferguson, David Beckham, Gary Neville, Gordon Strachan, Ryan Giggs, Wayne Rooney, Éric Cantona;29/05/2021;Prime Video;Anglais;;108;;
That One Word - Feyenoord - Épisode 1 - Hoop;2021;Série documentaire;Club, Coulisses, Eredivisie;Feyenoord;Dick Advocaat, Leroy Fer;;Disney+;Français;720p;0;That One Word : Feyenoord;
That One Word - Feyenoord - Épisode 2 - Lockdown;2021;Série documentaire;Club, Coulisses, Eredivisie;Feyenoord;Dick Advocaat, Leroy Fer;;Disney+;Français;720p;0;That One Word : Feyenoord;
That One Word - Feyenoord - Épisode 3 - Injuries;2021;Série documentaire;Club, Coulisses, Eredivisie;Feyenoord;Dick Advocaat, Leroy Fer;;Disney+;Français;720p;0;That One Word : Feyenoord;
That One Word - Feyenoord - Épisode 4 - Recovery;2021;Série documentaire;Club, Coulisses, Eredivisie;Feyenoord;Dick Advocaat, Leroy Fer;;Disney+;Français;720p;0;That One Word : Feyenoord;
That One Word - Feyenoord - Épisode 5 - Taken Out;2021;Série documentaire;Club, Coulisses, Eredivisie;Feyenoord;Dick Advocaat, Leroy Fer;;Disney+;Français;720p;0;That One Word : Feyenoord;
That One Word - Feyenoord - Épisode 6 - Rivalry;2021;Série documentaire;Club, Coulisses, Eredivisie;Feyenoord;Dick Advocaat, Leroy Fer;;Disney+;Français;720p;0;That One Word : Feyenoord;
That One Word - Feyenoord - Épisode 7 - Deception;2021;Série documentaire;Club, Coulisses, Eredivisie;Feyenoord;Dick Advocaat, Leroy Fer;;Disney+;Français;720p;0;That One Word : Feyenoord;
Euro 2000 - l'histoire secrète des Bleus;2021;Documentaire;Euro (général), Euro 2000, Histoire du football, Sélections nationales, Équipe de France;France;;25/05/2021;L'Équipe;Français;;0;;
Mystères d'archives - 1998 - La victoire des Bleus;2021;Documentaire;Archives, Coupe du Monde (général), Équipe de France;France;;03/07/2021;Arte;Français;;0;;
Dans la tête des hommes en noir;2021;Documentaire;Arbitrage;;;;Canal+;Français;1080i;0;;
Je ne suis pas une salope - je suis une journaliste;2021;Documentaire;Femmes et médias, Médias, Racisme et société, Sexisme dans le sport;;;;Canal+;Français;;0;;
Histoire de Champions - Ronaldinho;2022;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;AC Milan, FC Barcelona;Ronaldinho;;Canal+;Français;;91;Histoire de Champions;
Fiers des Bleus;2022;Direct, Émission spéciale;Coupe du Monde 2022, Place de la Concorde, Retour des Bleus, Supporters, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Olivier Giroud;19/12/2022;TF1;Français;TS;0;;Le fichier indique « Fiers d'être bleus » 
Tous avec les Bleus;2022;Direct, Émission spéciale;Coupe du Monde 2022, Retour des Bleus, Supporters, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Olivier Giroud;19/12/2022;TF1;Français;TS;0;;Émission spéciale liée au retour en France des finalistes après le Mondial au Qatar.
Merci les Bleus;2022;Documentaire, Reportage coulisses;Coulisses, Coupe du Monde 2022, Finale, Parcours, Équipe de France;Argentine, France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Olivier Giroud, Raphaël Varane;20/12/2022;TF1;Français;MKV;123;;Documentaire officiel TF1 avec de nombreuses images de vestiaires et des coulisses de la finale.
Les Bleus au cœur du jeu;2022;Documentaire, Rétrospective;Coulisses, Coupe du Monde 2022, Parcours, Équipe de France;France;Antoine Griezmann, Didier Deschamps, Hugo Lloris, Kylian Mbappé, Olivier Giroud;;beIN Sports;Français;MP4;0;;Rétrospective beIN Sports centrée sur l'équipe de France 
El Expatriado;2022;Documentaire;Club, Football mexicain, Portrait;Olympique de Marseille, Tigres UANL;Florian Thauvin;09/04/2022;Canal+;Français;;0;;
Guy Roux - Une histoire de France;2022;Documentaire, Portrait;Club, Entraîneur, Histoire du football, Portrait;AJ Auxerre;Alex Ferguson, Djibril Cissé, Guy Roux, Laurent Blanc, Raymond Domenech, Éric Cantona;01/09/2022;Prime Video;Français;;90;;Variante/doublon probable du documentaire « Guy Roux - Une histoire de France ».
Guy Roux - Une histoire de France;2022;Documentaire, Portrait;Carrière, Club, Entraîneur, Histoire du football, Ligue 1, Portrait;AJ Auxerre;Alex Ferguson, Djibril Cissé, Guy Roux, Laurent Blanc, Raymond Domenech, Éric Cantona;01/09/2022;Prime Video;Français;;90;;Variante/doublon probable du documentaire « Guy Roux - Une histoire de France ».
Histoire de Champions - Andriy Shevchenko;2022;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;AC Milan, Dynamo Kiev;Andriy Shevchenko;;Canal+;Français;720p;78;Histoire de Champions;
Histoire de Champions - José Mourinho;2022;Documentaire, Magazine TV;Carrière, Club, Entraîneur, Histoire du football, Ligue des champions (général), Portrait;FC Porto, Inter Milan;José Mourinho;;Canal+;Français;;88;Histoire de Champions;
Histoire de Champions - Franck Ribéry;2022;Documentaire, Magazine TV;Carrière, Club, Histoire du football, Ligue des champions (général), Portrait;Bayern Munich;Franck Ribéry;;Canal+;Français;;86;Histoire de Champions;
Maradona 94 La chute ( Septembre 2022 - DAZN);2022;Documentaire;Club, Portrait;Argentine;Diego Maradona;;Dazn;VOSTFR;;0;;
L'évolution du poste de gardien de but;2022;Analyse, Magazine TV;Buts, Gardien de but, Histoire du football, Tactique;;Gauthier Kuntzmann;;Canal+;Français;;31;Canal Foot Manager;
La Remontada décryptée par Tony Chapron;2022;Analyse, Documentaire;Analyse, Arbitrage, Club, Ligue des champions (général);FC Barcelona, Paris Saint-Germain;Tony Chapron;20/09/2022;Canal+;Français;;0;Décrypté;
Messi et le mystère du pied droit;2022;Documentaire court;Portrait, Technique;;Lionel Messi;18/11/2022;L'Équipe;Français;1080p;11;L'Équipe Explore;
Coupe du Monde 2022 - Le film de la Coupe du monde;2022;Documentaire, Rétrospective;Coupe du Monde 2022, Sélections nationales, Temps forts;;Antoine Griezmann, Kylian Mbappé, Lionel Messi, Luka Modrić;;beIN Sports;Français;MKV;0;;Film/rétrospective beIN Sports consacré à l'ensemble du tournoi 
Neymar - Le chaos parfait - Épisode 1 - Une magnifique promesse brésilienne;2022;Série documentaire;Carrière, Club, Portrait;Brésil, Santos;Neymar;25/01/2022;Netflix;Français, Portugais;;50;Neymar : Le chaos parfait;
Neymar - Le chaos parfait - Épisode 2 - Le comeback;2022;Série documentaire;Carrière, Club, Portrait;Brésil, FC Barcelona, Paris Saint-Germain;Neymar;25/01/2022;Netflix;Français, Portugais;;61;Neymar : Le chaos parfait;
Neymar - Le chaos parfait - Épisode 3;2022;Série documentaire;Carrière, Club, Portrait;Brésil, Paris Saint-Germain;Neymar;25/01/2022;Netflix;Français, Portugais;;53;Neymar : Le chaos parfait;
O'Rei - L'histoire de Pelé - prodige devenu Roi;2022;Documentaire court;Club, Football brésilien, Histoire du football, Portrait;Brésil;Pelé;30/12/2022;L'Équipe;Français;;35;L'Équipe Explore;
Transversales - R9;2022;Documentaire;Carrière, Club, Portrait;Brésil, FC Barcelona, Inter Milan, Real Madrid;Ronaldo Nazário;21/02/2022;RMC Sport;Français;;90;Transversales;
The Phénoménon( 2022 - La véritable histoire de Ronaldo - DAZN);2022;Documentaire;Carrière, Club, Histoire du football, Portrait;Brésil;Ronaldo Nazário;;Dazn;VOSTFR;;0;;
Real Madrid - La légende blanche - Épisode 1 - Origine;2022;Série documentaire;Club, Histoire du football, Ligue des champions (général), Rétrospective;Real Madrid;Emilio Butragueño, Florentino Pérez, Iker Casillas, Jorge Valdano;11/02/2022;Amazon Prime Video;Français;;51;Real Madrid : La légende blanche;
Real Madrid - La légende blanche - Épisode 2 - Rayonnement;2022;Série documentaire;Club, Histoire du football, Ligue des champions (général), Rétrospective;Real Madrid;Emilio Butragueño, Florentino Pérez, Iker Casillas, Jorge Valdano;11/02/2022;Amazon Prime Video;Français;;51;Real Madrid : La légende blanche;
Real Madrid - La légende blanche - Épisode 3 - Le facteur humain;2022;Série documentaire;Club, Histoire du football, Ligue des champions (général), Rétrospective;Real Madrid;Emilio Butragueño, Florentino Pérez, Iker Casillas, Jorge Valdano;11/02/2022;Amazon Prime Video;Français;;49;Real Madrid : La légende blanche;
Real Madrid - La légende blanche - Épisode 4 - L'esprit de la Quinta;2022;Série documentaire;Club, Histoire du football, Ligue des champions (général), Rétrospective;Real Madrid;Emilio Butragueño, Florentino Pérez, Iker Casillas, Jorge Valdano;11/02/2022;Amazon Prime Video;Français;;50;Real Madrid : La légende blanche;
Real Madrid - La légende blanche - Épisode 5 - Renaissance;2022;Série documentaire;Club, Histoire du football, Ligue des champions (général), Rétrospective;Real Madrid;Emilio Butragueño, Florentino Pérez, Iker Casillas, Jorge Valdano;11/02/2022;Amazon Prime Video;Français;;50;Real Madrid : La légende blanche;
Real Madrid - La légende blanche - Épisode 6 - Éternité;2022;Série documentaire;Club, Histoire du football, Ligue des champions (général), Rétrospective;Real Madrid;Emilio Butragueño, Florentino Pérez, Iker Casillas, Jorge Valdano;11/02/2022;Amazon Prime Video;Français;;49;Real Madrid : La légende blanche;
Le Transfert du siècle - Et Figo changea de camp;2022;Documentaire, Enquête;Affaires du football, Club, Football, Rivalités, Transferts;FC Barcelona, Real Madrid;Luís Figo;25/08/2022;Netflix;Espagnol, Français;1080p;105;;
Galactiques;2022;Documentaire;Club, Coulisses, Football, Ligue des champions (général), Rivalités;Paris Saint-Germain, Real Madrid;Karim Benzema, Kylian Mbappé, Laure Boulleau, Vinícius Júnior;14/02/2022;Canal+;Français;;95;;Documentaire autour du huitième de finale PSG-Real Madrid 2021-2022.
Renaissance - Une décennie bleue - Partie 1;2022;Série documentaire;Club;France;;15/11/2022;TMC;Français;;0;Renaissance : Une décennie bleue;
Renaissance - Une décennie bleue - Partie 2;2022;Série documentaire;Club;France;;15/11/2022;TMC;Français;;0;Renaissance : Une décennie bleue;
Les Bleus et l'Élysée;2022;Documentaire;Politique et société, Équipe de France;France;;12/12/2022;France 2;Français;;0;;
Coupe du Monde 2022 - Tous les buts;2022;Compilation, Rétrospective;Buts, Coupe du Monde 2022;;;;beIN Sports;Français;MKV;0;;Compilation des buts du tournoi.
Brésil 2002 - La véritable histoire;2022;Documentaire;Brésil, Club, Coupe du Monde (général), Histoire du football;Brésil;;;;VOSTFR;;0;;Doublon/variante présent dans le fichier source
